الجذر,الحرف الأول للجذر,الحرف الثاني للجذر,الحرف الثالث للجذر,فعَل يفعُل,فعَل يفعِل,فعَل يفعَل,فعِل يفعَل,فعُل يفعُل,فعِل يفعِل
أبأ,أ,ب,أ,,,م,,,
أبب,أ,ب,ب,ك,ك,,,,
أبت,أ,ب,ت,ل,ل,,ل,,
أبث,أ,ب,ث,,ك,,ل,,
أبد,أ,ب,د,ل,ل,,ل,,
أبر,أ,ب,ر,ك,ك,,ل,,
أبز,أ,ب,ز,,ل,,,,
أبس,أ,ب,س,,ك,,,,
أبش,أ,ب,ش,,ك,,,,
أبص,أ,ب,ص,,ل,,ل,,
أبض,أ,ب,ض,م,ك,,ل,,
أبط,أ,ب,ط,,م,,,,
أبق,أ,ب,ق,ل,ل,,ل,,
أبك,أ,ب,ك,,,,ل,,
أبل,أ,ب,ل,ك,ك,,ل,ل,
أبن,أ,ب,ن,ك,ك,,,,
أبه,أ,ب,ه,,,ك,ك,,
أبو,أ,ب,و,ك,,,,,
أبي,أ,ب,ي,,,ك,ل,,
أتت,أ,ت,ت,م,,,,,
أتل,أ,ت,ل,,ل,,,,
أتم,أ,ت,م,,ك,,ل,,
أتن,أ,ت,ن,,ل,,,,
أتو,أ,ت,و,ك,,,,,
أتي,أ,ت,ي,,ك,,,,
أثأ,أ,ث,أ,,,م,,,
أثث,أ,ث,ث,ل,ل,,ل,,
أثر,أ,ث,ر,م,م,,ل,,
أثف,أ,ث,ف,,ك,,,,
أثل,أ,ث,ل,,ل,,,ل,
أثم,أ,ث,م,م,م,,ل,,
أثو,أ,ث,و,ك,,,,,
أثي,أ,ث,ي,,ل,,,,
أجأ,أ,ج,أ,,,ل,,,
أجج,أ,ج,ج,ل,ل,,,,
أجد,أ,ج,د,م,,,,,
أجر,أ,ج,ر,ك,ك,,,,
أجل,أ,ج,ل,ك,ك,,ل,,
أجم,أ,ج,م,,ك,,ك,,
أجن,أ,ج,ن,ك,ك,,ل,ل,
أحح,أ,ح,ح,ل,,,,,
أحد,أ,ح,د,,,,ل,,
أحن,أ,ح,ن,,,ل,ل,,
أخذ,أ,خ,ذ,ك,,,ل,ل,
أخو,أ,خ,و,م,,,,,
أدب,أ,د,ب,,ك,,,ل,
أدد,أ,د,د,ك,ك,,,,
أدر,أ,د,ر,,,,ل,,
أدل,أ,د,ل,,ك,,,,
أدم,أ,د,م,م,ك,,ل,ل,
أدو,أ,د,و,ك,,,,,
أدي,أ,د,ي,,ك,,,,
أذج,أ,ذ,ج,ل,,,,,
أذذ,أ,ذ,ذ,م,,,,,
أذن,أ,ذ,ن,ك,,,ل,,
أذي,أ,ذ,ي,,,,ل,,
أرب,أ,ر,ب,,م,,ل,ل,
أرج,أ,ر,ج,,ك,,ل,,
أرخ,أ,ر,خ,م,,ل,,,
أرر,أ,ر,ر,ك,ل,,,,
أرز,أ,ر,ز,,ل,,,,
أرس,أ,ر,س,,ل,,,,
أرش,أ,ر,ش,ك,,,,,
أرض,أ,ر,ض,ك,,,ل,ل,
أرط,أ,ر,ط,ك,,,ل,,
أرق,أ,ر,ق,,,,ل,,
أرك,أ,ر,ك,ك,ك,,ل,,
أرم,أ,ر,م,,ك,,ل,,
أرن,أ,ر,ن,م,,,ل,,
أرو,أ,ر,و,م,,,,,
أري,أ,ر,ي,,ك,,ل,,
أزأ,أ,ز,أ,,,ك,,,
أزب,أ,ز,ب,,ل,,ل,,
أزج,أ,ز,ج,ل,ل,,ل,,
أزح,أ,ز,ح,,ل,,,,
أزر,أ,ز,ر,,ك,,ل,,
أزز,أ,ز,ز,ك,ك,,,,
أزف,أ,ز,ف,,ل,,ل,,
أزق,أ,ز,ق,,ك,,ك,,
أزل,أ,ز,ل,,ك,,,,
أزم,أ,ز,م,,ك,,ل,,
أزو,أ,ز,و,ك,,,,,
أزي,أ,ز,ي,,ك,,ل,,
أسد,أ,س,د,,ك,,ل,,
أسر,أ,س,ر,,م,,ل,,
أسس,أ,س,س,ك,,,,,
أسف,أ,س,ف,,,,ل,,
أسل,أ,س,ل,,,,,ل,
أسن,أ,س,ن,ك,ل,,ل,,
أسو,أ,س,و,ك,,,,,
أسي,أ,س,ي,,ك,,ل,,
أشب,أ,ش,ب,م,م,,ل,,
أشح,أ,ش,ح,,,,ل,,
أشر,أ,ش,ر,م,م,,ل,,
أشش,أ,ش,ش,ك,,,,,
أشي,أ,ش,ي,,م,,ل,,
أصت,أ,ص,ت,,ل,,,,
أصد,أ,ص,د,م,,,,,
أصر,أ,ص,ر,,م,,,,
أصص,أ,ص,ص,ك,ك,,,,
أصل,أ,ص,ل,م,,,ل,ل,
أصو,أ,ص,و,ل,,,,,
أصي,أ,ص,ي,,,,ل,,
أضض,أ,ض,ض,م,م,,,,
أضم,أ,ض,م,,,,ل,,
أطر,أ,ط,ر,ك,ك,,,,
أطط,أ,ط,ط,,ل,,,,
أطم,أ,ط,م,,ك,,ل,,
أفت,أ,ف,ت,,م,,,,
أفخ,أ,ف,خ,,م,,,,
أفد,أ,ف,د,,,,ل,,
أفر,أ,ف,ر,,ل,,ل,,
أفز,أ,ف,ز,,ل,,,,
أفف,أ,ف,ف,ل,ل,,,,
أفق,أ,ف,ق,,ك,,ل,,
أفك,أ,ف,ك,,ك,,ل,,
أفل,أ,ف,ل,ل,ل,,ل,,
أفن,أ,ف,ن,,ك,,ل,,
أقط,أ,ق,ط,,م,,,,
أقي,أ,ق,ي,,ك,,,,
أكأ,أ,ك,أ,,,ل,,,
أكد,أ,ك,د,م,,,,,
أكر,أ,ك,ر,م,,,,,
أكك,أ,ك,ك,ك,,,,,
أكل,أ,ك,ل,ك,,,ل,,
أكي,أ,ك,ي,,ل,,,,
ألب,أ,ل,ب,ك,ك,,ل,,
ألت,أ,ل,ت,,ك,,,,
ألز,أ,ل,ز,,ك,,ل,,
ألس,أ,ل,س,,ك,,,,
ألف,أ,ل,ف,,م,,م,,
ألق,أ,ل,ق,,ك,,ل,,
ألك,أ,ل,ك,م,ك,,,,
ألل,أ,ل,ل,ك,ك,,ل,,
ألم,أ,ل,م,,,,ل,,
أله,أ,ل,ه,,,ك,ل,,
ألو,أ,ل,و,ك,,,,,
ألي,أ,ل,ي,,,,ل,,
أمت,أ,م,ت,,م,,,,
أمج,أ,م,ج,,ل,,ل,,
أمح,أ,م,ح,,ل,,,,
أمد,أ,م,د,,,,ل,,
أمر,أ,م,ر,ك,,,ل,ل,
أمض,أ,م,ض,,,,ل,,
أمل,أ,م,ل,م,,,,,
أمم,أ,م,م,ك,,,م,,
أمن,أ,م,ن,,,,ك,ل,
أمه,أ,م,ه,ل,,,ك,,
أمو,أ,م,و,ل,,,,ل,
أنت,أ,ن,ت,,ك,,,,
أنث,أ,ن,ث,,,,,ل,
أنح,أ,ن,ح,,ل,,,,
أنس,أ,ن,س,,ل,,ل,ل,
أنض,أ,ن,ض,,ل,,,ل,
أنف,أ,ن,ف,ك,ك,,ك,,
أنق,أ,ن,ق,,,,ك,,
أنك,أ,ن,ك,ل,,,,,
أنن,أ,ن,ن,,ك,,,,
أنه,أ,ن,ه,,ل,,,,
أني,أ,ن,ي,,ل,,ل,,
أهل,أ,ه,ل,ك,ك,,ل,,
أهه,أ,ه,ه,ل,,,,,
أهي,أ,ه,ي,,ل,,,,
أوب,أ,و,ب,ك,,,ل,,
أود,أ,و,د,ك,,,ل,,
أور,أ,و,ر,م,,,,,
أوس,أ,و,س,م,,,,,
أوف,أ,و,ف,ك,,,,,
أوق,أ,و,ق,ل,,,,,
أول,أ,و,ل,ك,,,ل,,
أوم,أ,و,م,ك,,,,,
أون,أ,و,ن,ل,,,,,
أوه,أ,و,ه,ل,,,,,
أوي,أ,و,ي,,ك,,,,
أيب,أ,ي,ب,,ل,,,,
أيد,أ,ي,د,,ك,,,,
أير,أ,ي,ر,,م,,,,
أيس,أ,ي,س,,ك,,ل,,
أيض,أ,ي,ض,,ك,,,,
أيك,أ,ي,ك,,,,ل,,
أيم,أ,ي,م,,ك,,,,
أين,أ,ي,ن,,ل,,,,
بأج,ب,أ,ج,,,ك,,,
بأر,ب,أ,ر,,,ك,,,
بأس,ب,أ,س,,,,ل,ل,
بأش,ب,أ,ش,,,ك,,,
بأل,ب,أ,ل,,,,,ل,
بأه,ب,أ,ه,,,ل,,,
بأو,ب,أ,و,ك,,,,,
بأي,ب,أ,ي,,,ك,,,
بتأ,ب,ت,أ,,,ل,,,
بتت,ب,ت,ت,ك,ك,,,,
بتر,ب,ت,ر,م,,,ل,,
بتع,ب,ت,ع,,م,ل,ل,,
بتك,ب,ت,ك,م,م,,,,
بتل,ب,ت,ل,م,م,,ل,,
بتو,ب,ت,و,ل,,,,,
بثث,ب,ث,ث,م,م,,,,
بثر,ب,ث,ر,ل,,,ل,ل,
بثط,ب,ث,ط,,,,ل,,
بثع,ب,ث,ع,,,,ل,,
بثق,ب,ث,ق,ك,,,,,
بثو,ب,ث,و,ل,,,,,
بجج,ب,ج,ج,م,,,ل,,
بجح,ب,ج,ح,,,ك,ك,,
بجد,ب,ج,د,ل,,,,,
بجر,ب,ج,ر,ل,,,ل,,
بجس,ب,ج,س,ك,ك,,,,
بجع,ب,ج,ع,,,م,,,
بجل,ب,ج,ل,ل,,,ل,ل,
بجم,ب,ج,م,,ل,,,,
بحت,ب,ح,ت,,,,,ل,
بحث,ب,ح,ث,,,ك,,,
بحح,ب,ح,ح,,,ل,ل,,
بحر,ب,ح,ر,,,م,ل,,
بحز,ب,ح,ز,,,م,,,
بحش,ب,ح,ش,,,ل,,,
بخت,ب,خ,ت,,,م,,,
بخخ,ب,خ,خ,ل,,,,,
بخر,ب,خ,ر,,,ل,ل,,
بخز,ب,خ,ز,,,م,,,
بخس,ب,خ,س,,,م,,,
بخص,ب,خ,ص,,,م,ل,,
بخع,ب,خ,ع,,,ك,ل,,
بخق,ب,خ,ق,,,م,ل,,
بخل,ب,خ,ل,,,,ل,ل,
بخن,ب,خ,ن,,,ل,,,
بخو,ب,خ,و,ل,,,,,
بدأ,ب,د,أ,,,ك,,,
بدح,ب,د,ح,,,ك,,,
بدخ,ب,د,خ,,,ل,,,
بدد,ب,د,د,ك,,,ل,,
بدر,ب,د,ر,ك,,,,,
بدس,ب,د,س,م,,,,,
بدع,ب,د,ع,,,م,ل,ل,
بدغ,ب,د,غ,,,,ل,ل,
بدل,ب,د,ل,م,,,ل,,
بدن,ب,د,ن,ل,,,,ل,
بده,ب,د,ه,,,م,,,
بدو,ب,د,و,ل,,,,,
بدي,ب,د,ي,,,,ل,,
بذأ,ب,ذ,أ,,,ك,ل,ل,
بذح,ب,ذ,ح,,,ك,ل,,
بذخ,ب,ذ,خ,ل,,,ل,,
بذذ,ب,ذ,ذ,م,,,ل,,
بذر,ب,ذ,ر,ك,,,,ل,
بذع,ب,ذ,ع,,,ك,,,
بذل,ب,ذ,ل,ك,ك,,,,
بذم,ب,ذ,م,,,,,ل,
بذو,ب,ذ,و,ل,,,,ل,
برأ,ب,ر,أ,,,ك,ل,ل,
برت,ب,ر,ت,,,,ل,,
برث,ب,ر,ث,,,,ل,,
برج,ب,ر,ج,ل,,,ل,,
برح,ب,ر,ح,ل,,,ك,,
برد,ب,ر,د,ك,,,,ل,
برر,ب,ر,ر,,ك,,ك,,
برز,ب,ر,ز,ل,,,ل,ل,
برس,ب,ر,س,,,,ل,,
برش,ب,ر,ش,,,,ل,,
برص,ب,ر,ص,,,,ل,,
برض,ب,ر,ض,ل,ل,,,,
برع,ب,ر,ع,ك,,,ل,ل,
برغ,ب,ر,غ,,,,ل,,
برق,ب,ر,ق,ك,,,ل,,
برك,ب,ر,ك,ل,,,,,
برم,ب,ر,م,م,,,ل,,
بره,ب,ر,ه,,,,ل,,
برو,ب,ر,و,ك,,,,,
بري,ب,ر,ي,,ك,,,,
بزج,ب,ز,ج,ك,,,,,
بزخ,ب,ز,خ,,,م,ل,,
بزر,ب,ز,ر,ك,,,,,
بزز,ب,ز,ز,م,,,,,
بزع,ب,ز,ع,,,,,ل,
بزغ,ب,ز,غ,ك,,,,,
بزق,ب,ز,ق,ك,,,,,
بزل,ب,ز,ل,ك,,,,,
بزم,ب,ز,م,ك,ك,,,,
بزو,ب,ز,و,ك,,,ل,,
بسأ,ب,س,أ,,,ل,ل,,
بسر,ب,س,ر,ك,,,,,
بسس,ب,س,س,ك,,,,,
بسط,ب,س,ط,ك,,,,ل,
بسق,ب,س,ق,ك,,,,,
بسل,ب,س,ل,ك,,,,ل,
بسم,ب,س,م,,ل,,,,
بشر,ب,ش,ر,ك,,,ل,ل,
بشش,ب,ش,ش,,,,ل,,
بشع,ب,ش,ع,,,,ل,,
بشق,ب,ش,ق,,ك,,,,
بشك,ب,ش,ك,ك,ك,,,,
بشم,ب,ش,م,,,,ل,,
بشو,ب,ش,و,ل,,,,,
بصر,ب,ص,ر,ك,,,ل,ل,
بصص,ب,ص,ص,,ل,,,,
بصع,ب,ص,ع,,,ك,,,
بصق,ب,ص,ق,ك,,,,,
بصم,ب,ص,م,,ل,,,,
بصو,ب,ص,و,ك,,,,,
بضض,ب,ض,ض,ك,ك,,ل,,
بضع,ب,ض,ع,,,ك,,,
بضك,ب,ض,ك,,م,,,,
بضم,ب,ض,م,ل,,,,,
بطأ,ب,ط,أ,,,,,ل,
بطح,ب,ط,ح,,,م,,,
بطر,ب,ط,ر,م,م,,ك,,
بطش,ب,ط,ش,ل,ل,,,,
بطط,ب,ط,ط,م,,,,,
بطغ,ب,ط,غ,,,,ل,,
بطل,ب,ط,ل,ل,,,ل,ل,
بطن,ب,ط,ن,ك,,,ل,ل,
بظر,ب,ظ,ر,,,,ل,,
بظظ,ب,ظ,ظ,ك,,,,,
بظو,ب,ظ,و,ل,,,,,
بعث,ب,ع,ث,,,ك,ل,,
بعج,ب,ع,ج,,,م,,,
بعد,ب,ع,د,,,,ل,ل,
بعر,ب,ع,ر,,,ك,ل,,
بعص,ب,ع,ص,,,ل,,,
بعض,ب,ع,ض,,,م,,,
بعط,ب,ع,ط,,,ك,,,
بعع,ب,ع,ع,م,ل,,,,
بعق,ب,ع,ق,,,ك,,,
بعك,ب,ع,ك,,,م,ل,,
بعل,ب,ع,ل,,,ل,ل,,
بعو,ب,ع,و,ك,,ك,,,
بعي,ب,ع,ي,,م,,,,
بغت,ب,غ,ت,,,م,,,
بغث,ب,غ,ث,,,,ل,,
بغر,ب,غ,ر,ك,,ل,ل,,
بغز,ب,غ,ز,,,ك,,,
بغش,ب,غ,ش,,,ك,,,
بغض,ب,غ,ض,م,,,ل,ل,
بغغ,ب,غ,غ,ل,,,,,
بغل,ب,غ,ل,,,,,ل,
بغم,ب,غ,م,ك,ك,ك,,,
بغو,ب,غ,و,ك,,,,,
بغي,ب,غ,ي,,ك,,,,
بقت,ب,ق,ت,م,,,,,
بقث,ب,ق,ث,م,,,,,
بقر,ب,ق,ر,ك,,,ل,,
بقط,ب,ق,ط,م,,,,,
بقع,ب,ق,ع,,,ك,ل,,
بقق,ب,ق,ق,ك,ل,,,,
بقل,ب,ق,ل,ك,,,,,
بقم,ب,ق,م,,,,ل,,
بقو,ب,ق,و,م,,,,,
بقي,ب,ق,ي,,م,,ل,,
بكأ,ب,ك,أ,,,ل,ل,ل,
بكت,ب,ك,ت,م,,,,,
بكر,ب,ك,ر,ل,,,ل,,
بكس,ب,ك,س,م,,,,,
بكش,ب,ك,ش,م,,,,,
بكع,ب,ك,ع,,,ك,,,
بكك,ب,ك,ك,ك,,,,,
بكل,ب,ك,ل,ك,,,,,
بكم,ب,ك,م,,,,ل,ل,
بكي,ب,ك,ي,,ك,,,,
بلت,ب,ل,ت,ل,م,,ل,ل,
بلج,ب,ل,ج,ل,ك,,ل,,
بلح,ب,ل,ح,,,ل,,,
بلخ,ب,ل,خ,,,,ل,,
بلد,ب,ل,د,ك,,,ل,ل,
بلط,ب,ل,ط,م,,,,,
بلع,ب,ل,ع,,,م,م,,
بلغ,ب,ل,غ,ك,,,,ل,
بلق,ب,ل,ق,ك,,,ل,ل,
بلك,ب,ل,ك,م,,,,,
بلل,ب,ل,ل,ك,ل,,ل,,
بلم,ب,ل,م,,,,ل,,
بله,ب,ل,ه,,,,ل,,
بلو,ب,ل,و,م,,,,,
بلي,ب,ل,ي,,,,ل,,
بنج,ب,ن,ج,ل,,,,,
بنح,ب,ن,ح,,,م,,,
بنش,ب,ن,ش,ل,,,,,
بنق,ب,ن,ق,ك,,,,,
بنن,ب,ن,ن,,ل,,,,
بني,ب,ن,ي,,ك,,,,
بهأ,ب,ه,أ,,,ك,ل,ل,
بهت,ب,ه,ت,,,م,ل,,
بهث,ب,ه,ث,,,ل,,,
بهج,ب,ه,ج,,,م,ل,ل,
بهر,ب,ه,ر,,,ك,,,
بهز,ب,ه,ز,,,م,,,
بهس,ب,ه,س,,,ل,,,
بهش,ب,ه,ش,,,ك,,,
بهص,ب,ه,ص,,,,ل,,
بهض,ب,ه,ض,,,م,,,
بهظ,ب,ه,ظ,,,م,,,
بهق,ب,ه,ق,,,,ل,,
بهل,ب,ه,ل,,,م,ل,,
بهه,ب,ه,ه,,,,ل,,
بهو,ب,ه,و,ك,,ك,ل,ل,
بوأ,ب,و,أ,ك,,,,,
بوب,ب,و,ب,ل,,,,,
بوث,ب,و,ث,ك,,,,,
بوج,ب,و,ج,ك,,,,,
بوح,ب,و,ح,ك,,,,,
بوخ,ب,و,خ,ل,,,,,
بوذ,ب,و,ذ,ل,,,,,
بور,ب,و,ر,ك,,,,,
بوز,ب,و,ز,ل,,,,,
بوس,ب,و,س,ك,,,,,
بوش,ب,و,ش,ك,,,,,
بوص,ب,و,ص,ك,,,,,
بوض,ب,و,ض,ل,,,,,
بوط,ب,و,ط,ل,,,,,
بوظ,ب,و,ظ,ل,,,,,
بوع,ب,و,ع,ك,,,,,
بوق,ب,و,ق,ك,,,,,
بوك,ب,و,ك,ك,,,,,
بول,ب,و,ل,ل,,,,,
بون,ب,و,ن,م,,,,,
بوه,ب,و,ه,ك,,,ل,,
بوي,ب,و,ي,,ل,,,,
بيب,ب,ي,ب,,ل,,,,
بيت,ب,ي,ت,,ك,,ك,,
بيث,ب,ي,ث,,م,,,,
بيد,ب,ي,د,,ل,,,,
بيز,ب,ي,ز,,ل,,,,
بيس,ب,ي,س,,ل,,,,
بيض,ب,ي,ض,,ك,,,,
بيظ,ب,ي,ظ,,ل,,,,
بيع,ب,ي,ع,,ك,,,,
بيغ,ب,ي,غ,,ل,,,,
بين,ب,ي,ن,,ك,,,,
بيه,ب,ي,ه,,ل,,,,
تأر,ت,أ,ر,,,ك,,,
تأز,ت,أ,ز,,,ل,,,
تأق,ت,أ,ق,,,,ل,,
تأي,ت,أ,ي,,,م,,,
تبب,ت,ب,ب,ك,ل,,,,
تبر,ت,ب,ر,ك,ك,,ل,,
تبع,ت,ب,ع,,,,م,,
تبل,ت,ب,ل,م,,,,,
تبن,ت,ب,ن,,م,,ل,,
تبو,ت,ب,و,ل,,,,,
تجر,ت,ج,ر,ل,,,,,
تحم,ت,ح,م,م,,,,,
تخخ,ت,خ,خ,,ل,,,,
تخذ,ت,خ,ذ,,,,م,,
تخم,ت,خ,م,,م,,ل,,
ترب,ت,ر,ب,م,,,ل,,
ترج,ت,ر,ج,ل,,,ل,,
ترح,ت,ر,ح,,,,ل,,
ترخ,ت,ر,خ,,,م,,,
ترر,ت,ر,ر,ك,ك,,ل,,
ترز,ت,ر,ز,,ك,,ك,,
ترس,ت,ر,س,م,,,,,
ترش,ت,ر,ش,,,,ل,,
ترص,ت,ر,ص,,,,,ل,
ترع,ت,ر,ع,,,ك,ل,,
ترف,ت,ر,ف,,,,ل,,
ترك,ت,ر,ك,ك,,,ل,,
تره,ت,ر,ه,,,,ل,,
تري,ت,ر,ي,,ل,,,,
تسع,ت,س,ع,,م,م,,,
تطو,ت,ط,و,ل,,,,,
تعب,ت,ع,ب,,,,ل,,
تعر,ت,ع,ر,,,ل,,,
تعس,ت,ع,س,,,ك,ل,,
تعص,ت,ع,ص,,,,ل,,
تعع,ت,ع,ع,ل,ل,,,,
تعل,ت,ع,ل,,,,ل,,
تعي,ت,ع,ي,,,ل,,,
تغب,ت,غ,ب,,,ل,ل,,
تغر,ت,غ,ر,,,ل,ل,,
تغو,ت,غ,و,م,,,,,
تغي,ت,غ,ي,,م,,,,
تفأ,ت,ف,أ,,,,ل,,
تفث,ت,ف,ث,,,,ل,,
تفل,ت,ف,ل,ك,ك,,ل,,
تفن,ت,ف,ن,,م,,,,
تفه,ت,ف,ه,ل,,,ل,,
تقع,ت,ق,ع,,,,ل,,
تكك,ت,ك,ك,ك,ك,,,,
تلد,ت,ل,د,ل,ل,,ل,,
تلع,ت,ل,ع,,,ك,ل,ل,
تلف,ت,ل,ف,,,,ل,,
تلل,ت,ل,ل,ك,ل,,,,
تله,ت,ل,ه,,,,ك,,
تلو,ت,ل,و,ك,,,ل,,
تلي,ت,ل,ي,,ك,,,,
تمر,ت,م,ر,م,,,,,
تمش,ت,م,ش,م,,,,,
تمك,ت,م,ك,ل,ل,,,,
تمم,ت,م,م,,ك,,,,
تمه,ت,م,ه,,,,ل,,
تنأ,ت,ن,أ,,,ل,,,
تنخ,ت,ن,خ,,,ل,ل,,
تنم,ت,ن,م,ل,,,,,
تنن,ت,ن,ن,,ل,,,,
تهم,ت,ه,م,,,,ل,,
تهن,ت,ه,ن,,,,ل,,
تهو,ت,ه,و,ل,,,,,
توب,ت,و,ب,ل,,,,,
توج,ت,و,ج,ل,,,,,
توح,ت,و,ح,ل,,,,,
تور,ت,و,ر,ل,,,,,
توز,ت,و,ز,ل,,,,,
توع,ت,و,ع,م,,,,,
توف,ت,و,ف,ل,,,,,
توق,ت,و,ق,ك,,,,,
تول,ت,و,ل,ل,,,,,
توه,ت,و,ه,ك,,,,,
توي,ت,و,ي,,م,,ل,,
تيح,ت,ي,ح,,ل,,,,
تيخ,ت,ي,خ,,م,,,,
تيز,ت,ي,ز,,ك,,,,
تيس,ت,ي,س,,ل,,,,ل
تيع,ت,ي,ع,,ك,,,,
تيك,ت,ي,ك,,ل,,,,
تيم,ت,ي,م,,ك,,,,
تيه,ت,ي,ه,,ل,,,,
ثأب,ث,أ,ب,,,,ل,,
ثأج,ث,أ,ج,,,ل,,,
ثأد,ث,أ,د,,,,ل,,
ثأر,ث,أ,ر,,,ك,,,
ثأط,ث,أ,ط,,,,ل,,
ثأي,ث,أ,ي,,,ك,ل,,
ثبب,ث,ب,ب,,ل,,,,
ثبت,ث,ب,ت,ل,,,,ل,
ثبج,ث,ب,ج,ك,ك,,ل,,
ثبر,ث,ب,ر,ك,,,ل,,
ثبط,ث,ب,ط,ك,,,ل,,
ثبق,ث,ب,ق,,ل,,,,
ثبن,ث,ب,ن,,ك,,,,
ثبي,ث,ب,ي,,م,,,,
ثتم,ث,ت,م,ك,,,,,
ثتن,ث,ت,ن,,,,ل,,
ثجج,ث,ج,ج,ك,ل,,,,
ثجر,ث,ج,ر,م,,,ل,,
ثجل,ث,ج,ل,,,,ل,,
ثجم,ث,ج,م,ك,,,ل,,
ثجو,ث,ج,و,ك,,,,,
ثحج,ث,ح,ج,,,م,,,
ثخخ,ث,خ,خ,ل,,,,,
ثخن,ث,خ,ن,,,,,ل,
ثدغ,ث,د,غ,,,م,,,
ثدق,ث,د,ق,ك,,,,,
ثدن,ث,د,ن,,,,ل,,
ثدو,ث,د,و,م,,,,,
ثدي,ث,د,ي,,م,,ل,,
ثرب,ث,ر,ب,,ك,,,,
ثرد,ث,ر,د,ك,,,ل,,
ثرر,ث,ر,ر,ك,ك,,,,
ثرط,ث,ر,ط,,ك,,,,
ثرع,ث,ر,ع,,,,ل,,
ثرغ,ث,ر,غ,,,,ل,,
ثرم,ث,ر,م,,م,,ل,,
ثرن,ث,ر,ن,,,,ل,,
ثرو,ث,ر,و,ك,,,ل,,
ثري,ث,ر,ي,,م,,ل,,
ثطأ,ث,ط,أ,,,م,ك,,
ثطط,ث,ط,ط,ل,ل,,,,
ثطع,ث,ط,ع,,,ل,,,
ثطو,ث,ط,و,ل,,,ل,,
ثعب,ث,ع,ب,,,م,,,
ثعر,ث,ع,ر,,,,ل,,
ثعط,ث,ع,ط,,,,ل,,
ثعع,ث,ع,ع,,ل,,,,
ثعل,ث,ع,ل,,,,ل,,
ثعم,ث,ع,م,,,م,,,
ثغب,ث,غ,ب,,,م,,,
ثغر,ث,غ,ر,,,ك,,,
ثغم,ث,غ,م,,,,ل,,
ثغو,ث,غ,و,ل,,,,,
ثفأ,ث,ف,أ,,,م,,,
ثفج,ث,ف,ج,ل,,,,,
ثفر,ث,ف,ر,,م,,,,
ثفل,ث,ف,ل,ك,,,,,
ثفن,ث,ف,ن,,ك,,ل,,
ثفو,ث,ف,و,م,,,,,
ثفي,ث,ف,ي,,م,,,,
ثقب,ث,ق,ب,ك,,,,ل,
ثقف,ث,ق,ف,م,,,ك,ل,
ثقل,ث,ق,ل,م,,,ل,ل,
ثكك,ث,ك,ك,,ل,,,,
ثكل,ث,ك,ل,,,,م,,
ثكم,ث,ك,م,ك,,,ك,,
ثلب,ث,ل,ب,,م,,ل,,
ثلث,ث,ل,ث,م,م,,,,
ثلج,ث,ل,ج,ك,ك,,ل,,
ثلخ,ث,ل,خ,,,ل,ل,,
ثلد,ث,ل,د,,ل,,,,
ثلط,ث,ل,ط,,ك,,,,
ثلع,ث,ل,ع,,,م,,,
ثلغ,ث,ل,غ,,,م,,,
ثلل,ث,ل,ل,ك,,,ل,,
ثلم,ث,ل,م,,م,,ل,,
ثمأ,ث,م,أ,,,م,,,
ثمج,ث,م,ج,,م,,,,
ثمد,ث,م,د,ك,ك,,ل,,
ثمر,ث,م,ر,ك,,,,,
ثمغ,ث,م,غ,,,ك,,,
ثمل,ث,م,ل,ك,ك,,ل,,
ثمم,ث,م,م,ك,,,,,
ثمن,ث,م,ن,م,م,,,ل,
ثنت,ث,ن,ت,,,,ل,,
ثنط,ث,ن,ط,ك,,,,,
ثني,ث,ن,ي,,ك,,,,
ثهت,ث,ه,ت,,,,ل,,
ثهو,ث,ه,و,ل,,,,,
ثوب,ث,و,ب,ل,,,,,
ثور,ث,و,ر,ل,,,,,
ثوع,ث,و,ع,ل,,,,,
ثول,ث,و,ل,ك,,,ل,,
ثوي,ث,و,ي,,ك,,,,
ثيخ,ث,ي,خ,,ل,,,,
ثيع,ث,ي,ع,,ل,,,,
جأب,ج,أ,ب,,,ك,,,
جأث,ج,أ,ث,,,ل,ل,,
جأج,ج,أ,ج,,,ل,,,
جأذ,ج,أ,ذ,,,ل,,,
جأر,ج,أ,ر,,,ل,ل,,
جأز,ج,أ,ز,,,,ل,,
جأش,ج,أ,ش,,,ل,,,
جأص,ج,أ,ص,,,ك,,,
جأف,ج,أ,ف,,,م,,,
جأل,ج,أ,ل,,,ك,ل,,
جأو,ج,أ,و,,,ك,,,
جأي,ج,أ,ي,,,ك,ل,,
جبأ,ج,ب,أ,,,ك,ك,,
جبب,ج,ب,ب,ك,,,,,
جبج,ج,ب,ج,ل,,,,,
جبح,ج,ب,ح,,,ل,,,
جبخ,ج,ب,خ,,,ك,,,
جبذ,ج,ب,ذ,,ك,,,,
جبر,ج,ب,ر,ك,,,,,
جبز,ج,ب,ز,ك,,,,ل,
جبش,ج,ب,ش,,م,,,,
جبل,ج,ب,ل,م,م,,ل,,
جبن,ج,ب,ن,ل,,,,ل,
جبه,ج,ب,ه,,,م,ل,,
جبو,ج,ب,و,ك,,,,,
جبي,ج,ب,ي,,ك,,,,
جتت,ج,ت,ت,م,,,,,
جثث,ج,ث,ث,ك,,,,,
جثط,ج,ث,ط,,ل,,,,
جثل,ج,ث,ل,م,,,ل,ل,
جثم,ج,ث,م,ك,ك,,,,
جثو,ج,ث,و,ك,,,,,
