الجذر,الحرف الأول للجذر,الحرف الثاني للجذر,الحرف الثالث للجذر,أفعل,فعّل,فاعل,انفعل,افتعل,افعلّ,تفاعل,تفعّل,استفعل,افعوعل,افعوّل,افعالّ
غمط,غ,م,ط,ل,,ل,,ك,,,ل,,,,
غمل,غ,م,ل,م,,,ل,,,,ل,,,,
غمم,غ,م,م,ك,,م,ل,ل,,ل,,,,,
غمن,غ,م,ن,,,,ل,,,,,,,,
غمي,غ,م,ي,ل,م,,,,,,,,,,
غنث,غ,ن,ث,,,,,,,,ك,,,,
غنج,غ,ن,ج,,,,,,,,ل,,,,
غنم,غ,ن,م,م,م,,,م,,,م,,,,
غنن,غ,ن,ن,ك,م,,,,,,,,,,
غني,غ,ن,ي,ك,ك,,,ل,,ل,ل,ك,,,
غهب,غ,ه,ب,ل,,,,ل,,,,,,,
غوث,غ,و,ث,م,ل,,,,,,,ك,,,
غوج,غ,و,ج,,,,,,,,ل,,,,
غور,غ,و,ر,ك,ك,ك,,ل,,ل,ل,ك,,,
غوز,غ,و,ز,,م,,,,,,,,,,
غوس,غ,و,س,,م,,,,,,,,,,
غوص,غ,و,ص,,م,,,,,,,,,,
غوط,غ,و,ط,م,ك,,ل,,,ل,ل,,,,
غوغ,غ,و,غ,,,,,,,ل,,,,,
غول,غ,و,ل,,,ك,,ك,,ل,ك,,,,
غوو,غ,و,و,م,م,,ل,,,ل,,م,,,
غيب,غ,ي,ب,ل,م,م,,م,,ل,ل,,,,
غيث,غ,ي,ث,م,ل,,,,,,ل,,,,
غيد,غ,ي,د,,,,,,,ل,,,,,
غير,غ,ي,ر,ك,ك,م,,ل,,ل,ل,,,,
غيض,غ,ي,ض,ك,ك,,ل,,,,ل,,,,
غيظ,غ,ي,ظ,م,م,م,,ل,,,ل,,,,
غيف,غ,ي,ف,ك,ل,,,,,,ل,,,,
غيق,غ,ي,ق,,ك,,,,,,ل,,,,
غيل,غ,ي,ل,ك,ل,,,ك,,,ك,ل,,,
غيم,غ,ي,م,ل,ل,,,,,,ل,,,,
غين,غ,ي,ن,م,م,,,,,,,,,,
غيي,غ,ي,ي,ك,ك,ك,,,,ل,,,,,
فأت,ف,أ,ت,,,,,ك,,,,,,,
فأد,ف,أ,د,,,,,ك,,,ل,,,,
فأق,ف,أ,ق,,,,,,,,ل,,,,
فأل,ف,أ,ل,,م,م,,ك,,ل,ل,,,,
فأم,ف,أ,م,م,م,,,,,,ل,,,,
فأو,ف,أ,و,ل,,,ل,,,,ل,,,,
فأي,ف,أ,ي,ل,,,ل,,,,ل,,,,
فتت,ف,ت,ت,,م,,ل,,,,ل,,,,
فتح,ف,ت,ح,,م,م,ل,ك,,م,ك,ك,,,
فتخ,ف,ت,خ,ل,م,,,,,,ل,,,,
فتر,ف,ت,ر,ك,ك,,,,,,ل,ل,,,
فتش,ف,ت,ش,,ك,,,,,,,,,,
فتغ,ف,ت,غ,,,,,,,,ل,,,,
فتق,ف,ت,ق,ل,م,,ل,,,,ل,,,,
فتك,ف,ت,ك,ل,م,ك,,,,,ل,,,,
فتل,ف,ت,ل,ك,م,,ل,ل,,,ل,,,,
فتن,ف,ت,ن,م,م,,,ك,,ل,,,,,
فتو,ف,ت,و,ك,م,م,,,,ل,ل,م,,,
فثأ,ف,ث,أ,ك,,,ل,,,,,,,,
فثث,ف,ث,ث,,,,ل,م,,,,,,,
فثج,ف,ث,ج,ل,ل,,,,,,,,,,
فثد,ف,ث,د,,م,,,,,,,,,,
فثي,ف,ث,ي,ل,,,,,,,,,,,
فجأ,ف,ج,أ,ل,,م,,م,,,,,,,
فجج,ف,ج,ج,ك,,ك,ل,ل,,ل,,,,,
فجر,ف,ج,ر,ك,ك,ك,ل,ك,,,ل,,,,
فجس,ف,ج,س,ل,,,,,,,ل,,,,
فجع,ف,ج,ع,,م,,,,,,ل,,,,
فجل,ف,ج,ل,,م,,,م,,,,,,,
فجم,ف,ج,م,,,,ل,,,,ل,,,,
فجن,ف,ج,ن,ل,,,,,,,,,,,
فجو,ف,ج,و,,,,ل,,,ل,,,,,
فجي,ف,ج,ي,ل,ك,,ل,,,,,,,,
فحث,ف,ح,ث,,,,,ك,,,,,,,
فحج,ف,ح,ج,ك,ك,,ل,,,,ل,,,,
فحر,ف,ح,ر,,,,,م,,,,,,,
فحس,ف,ح,س,ل,,,,,,,,,,,
فحش,ف,ح,ش,ل,ل,,,,,ل,ل,,,,
فحص,ف,ح,ص,,,م,,ل,,,ل,,,,
فحق,ف,ح,ق,م,,,ل,,,,,,,,
فحل,ف,ح,ل,ك,,,,م,,,ل,ك,,,
فحم,ف,ح,م,ك,ك,,,ل,,,,,,,
فحو,ف,ح,و,,ك,م,,,,,,,,,
فحي,ف,ح,ي,,ك,م,,,,,,,,,
فخت,ف,خ,ت,,ك,,ل,,,,ل,,,,
فخخ,ف,خ,خ,,,,,ل,,,,,,,
فخذ,ف,خ,ذ,,ك,م,,,,,ك,ل,,,
فخر,ف,خ,ر,ك,م,م,,ل,,ل,ل,ك,,,
فخز,ف,خ,ز,,,,,,,,ل,,,,
فخل,ف,خ,ل,,,,,,,,ل,,,,
فخم,ف,خ,م,,م,,,,,,م,,,,
فدح,ف,د,ح,م,,,,,,,,م,,,
فدد,ف,د,د,,ل,,,,,,,,,,
فدر,ف,د,ر,ك,ك,,,,,,ل,,,,
فدس,ف,د,س,ل,,,,,,,,,,,
فدع,ف,د,ع,,م,,,,,,,,,,
فدغ,ف,د,غ,,,,ل,,,,,,,,
فدك,ف,د,ك,,م,,,,,,,,,,
فدم,ف,د,م,م,ك,,,,,,,,,,
فدن,ف,د,ن,,م,,,,,,,,,,
فدي,ف,د,ي,ك,م,ك,,ك,,ك,,,,,
فذذ,ف,ذ,ذ,ل,,,,,,,ل,ل,,,
فرب,ف,ر,ب,,ل,,,,,,,,,,
فرث,ف,ر,ث,ك,م,,ل,,,,ك,,,,
فرج,ف,ر,ج,ل,ك,,ل,,,,ل,,,,
فرح,ف,ر,ح,م,م,,,,,,,,,,
فرخ,ف,ر,خ,ك,ل,,,,,,,م,,,
فرد,ف,ر,د,ك,ك,,ل,,,,ل,ك,,,
فرر,ف,ر,ر,ك,,م,,ك,,ل,ل,,,,
فرز,ف,ر,ز,م,ل,م,,م,,م,,,,,
فرس,ف,ر,س,ك,ك,م,,م,,,ك,,,,
فرش,ف,ر,ش,ك,ك,,ل,ك,,,ل,,,,
فرص,ف,ر,ص,م,ك,م,,م,,م,م,,,,
فرض,ف,ر,ض,ك,ك,,,ك,,,,,,,
فرط,ف,ر,ط,ك,ك,م,ل,ك,,ك,ك,,,,
فرع,ف,ر,ع,ك,ك,م,,ك,,,ك,ك,,,
فرغ,ف,ر,غ,م,م,,,ك,,,ل,ك,,,
فرق,ف,ر,ق,ك,ك,م,ل,ل,,ل,ل,,,,
فرك,ف,ر,ك,ل,م,م,ل,,,,ل,ل,,,
فرم,ف,ر,م,م,ل,,,ل,,,,ل,,,
فره,ف,ر,ه,ل,ل,,,,,,,ك,,,
فرو,ف,ر,و,,م,,,م,,,,,,,
فري,ف,ر,ي,م,م,,ل,م,,,ل,,,,
فزر,ف,ز,ر,م,م,,ل,,,,ل,,,,
فزز,ف,ز,ز,م,,,,ل,,ل,ل,م,,,
فزع,ف,ز,ع,ك,ك,م,,,,,ل,,,,
فسأ,ف,س,أ,,م,,,,,ل,ك,,,,
فسج,ف,س,ج,ل,ل,,,,,,,,,,
فسح,ف,س,ح,ك,ك,,ل,,,ل,ل,,,,
فسخ,ف,س,خ,م,م,م,ل,,,ك,ل,,,,
فسد,ف,س,د,ك,م,,ل,,,ل,,ك,,,
فسر,ف,س,ر,,م,,,,,,,م,,,
فسق,ف,س,ق,,م,,ل,,,,,,,,
فسل,ف,س,ل,م,م,,,م,,,,,,,
فسو,ف,س,و,,,,,,,ل,,,,,
فشأ,ف,ش,أ,ل,,,,,,,ل,,,,
فشج,ف,ش,ج,,ل,,ل,,,,ل,,,,
فشح,ف,ش,ح,,ل,,,,,,,,,,
فشخ,ف,ش,خ,,ل,,,,,,ل,,,,
فشش,ف,ش,ش,ل,,,ل,,,,,,,,
فشط,ف,ش,ط,,,,ل,,,,,,,,
فشغ,ف,ش,غ,ك,م,ك,ل,,,,ك,,,,
فشق,ف,ش,ق,,,م,,,,,ل,,,,
فشل,ف,ش,ل,ل,ل,,,ل,,,ك,,,,
فشو,ف,ش,و,ك,,,,,,,ك,,,,
فصح,ف,ص,ح,ك,ل,,,,,ل,ل,,,,
فصد,ف,ص,د,ل,م,,ل,ل,,,ل,,,,
فصص,ف,ص,ص,م,ك,,ل,م,,,,م,,,
فصع,ف,ص,ع,,ك,,ل,ك,,,,,,,
فصل,ف,ص,ل,ل,م,م,ل,م,,,,,,,
فصم,ف,ص,م,ل,م,,ل,,,,ل,,,,
فصي,ف,ص,ي,ل,م,م,ل,,,,ك,,,,
فضج,ف,ض,ج,,,,ل,,,,ل,,,,
فضح,ف,ض,ح,ل,ل,م,,ل,,ل,,,,,
فضخ,ف,ض,خ,ل,,,ل,م,,,,,,,
فضض,ف,ض,ض,م,م,,ل,ك,,,ل,,,,
فضل,ف,ض,ل,ل,م,ك,,,,ل,ك,ك,,,
فضو,ف,ض,و,ك,,,,,,,ل,,,,
فطأ,ف,ط,أ,ك,,م,,,,ل,,,,,
فطح,ف,ط,ح,,م,,,,,,,,,,
فطر,ف,ط,ر,ك,م,,ل,م,,,ل,,,,
فطس,ف,ط,س,,م,,,,,,,,,,
فطش,ف,ط,ش,,,,ل,,,,,,,,
فطم,ف,ط,م,ل,,,ل,,,ل,,,,,
فطن,ف,ط,ن,,م,م,,,,,ل,,,,
فظظ,ف,ظ,ظ,م,,,,ك,,,,,,,
فظع,ف,ظ,ع,ك,م,,,ل,,,م,م,,,
فظي,ف,ظ,ي,ل,,,,,,,,,,,
فعل,ف,ع,ل,,,,ل,م,,ل,,,,,
فعم,ف,ع,م,م,م,,,,,,,,ل,,
فعو,ف,ع,و,ل,م,,,,,,ل,,,,
فغر,ف,غ,ر,م,,,ل,,,,ل,,,,
فغم,ف,غ,م,م,م,م,ل,ل,,ل,ل,,,,
فغو,ف,غ,و,ك,,,,,,,,,,,
فقأ,ف,ق,أ,ل,م,,ل,م,,,ل,,,,
فقح,ف,ق,ح,,ل,,,,,ل,ل,,,,
فقد,ف,ق,د,م,,,,م,,ل,م,م,,,
فقر,ف,ق,ر,ك,ك,,,ك,,ل,ك,ل,,,
فقس,ف,ق,س,,ل,,ل,,,ل,ل,,,,
فقص,ف,ق,ص,,م,,ل,,,,ل,,,,
فقط,ف,ق,ط,,م,,,,,,,,,,
فقع,ف,ق,ع,ل,ك,,ل,,,ل,ل,,,,
فقق,ف,ق,ق,,,,ل,,,,,,,,
فقل,ف,ق,ل,ل,,,,,,,,,,,
فقم,ف,ق,م,,,م,,,,ل,م,,,,
فقه,ف,ق,ه,م,م,م,,,,,ك,,,,
فكر,ف,ك,ر,ل,ك,,,ل,,,ل,,,,
فكك,ف,ك,ك,ل,م,,ل,م,,,ل,م,,,
فكل,ف,ك,ل,,,,,ل,,,,,,,
فكن,ف,ك,ن,,,,,,,,ل,,,,
فكه,ف,ك,ه,ل,م,م,,,,ل,ل,,,,
فلت,ف,ل,ت,ك,م,م,ل,ك,,,ل,,,,
فلج,ف,ل,ج,ك,ك,م,ل,,,,ل,ل,,,
فلح,ف,ل,ح,ل,ل,,ل,,,,ل,ل,,,
فلخ,ف,ل,خ,,م,,,,,,,,,,
فلذ,ف,ل,ذ,,م,م,,م,,,,,,,
فلس,ف,ل,س,ك,م,,,,,,,,,,
فلص,ف,ل,ص,ل,م,,ل,م,,,ل,,,,
فلط,ف,ل,ط,م,,م,,ل,,,,,,,
فلع,ف,ل,ع,,م,,ل,,,,ل,,,,
فلغ,ف,ل,غ,,,,,,,,ل,,,,
فلق,ف,ل,ق,ل,م,,ل,ل,,,ل,,,,
فلك,ف,ل,ك,ل,ك,,,,,,ل,ل,,,
فلل,ف,ل,ل,ل,م,,ل,ل,,,ل,م,,,
فلم,ف,ل,م,,,,,م,,,,,,,
فلو,ف,ل,و,ك,م,,,م,,,,,,,
فلي,ف,ل,ي,م,م,,,م,,ل,ل,ك,,,
فنخ,ف,ن,خ,,ك,,,,,,م,,,,
فند,ف,ن,د,ك,ك,م,,ل,,,ك,,,,
فنش,ف,ن,ش,,ل,,,,,,,,,,
فنق,ف,ن,ق,ل,ك,م,,,,,ل,,,,
فنك,ف,ن,ك,ل,ل,ك,,,,,,,,,
فنن,ف,ن,ن,ل,ك,,,ل,,,ل,م,,,
فني,ف,ن,ي,ك,,م,,,,ل,,,,,
فهر,ف,ه,ر,ل,ل,,,,,,ل,,,,
فهق,ف,ه,ق,ك,,,ل,,,,ل,,,,
فهم,ف,ه,م,م,م,,,,,ل,م,ك,,,
فهه,ف,ه,ه,م,م,,,,,,,,,,
فهو,ف,ه,و,ل,,,,,,,,,,,
فوت,ف,و,ت,م,م,,,ك,,ل,ل,,,,
فوج,ف,و,ج,ك,ل,,,,,,,ل,,,
فوح,ف,و,ح,م,,,,,,ل,,,,,
فوخ,ف,و,خ,ل,,,,,,,,,,,
فود,ف,و,د,م,,,,,,,ل,م,,,
فور,ف,و,ر,م,ك,,,,,,,,,,
فوز,ف,و,ز,م,ل,,,,,,ل,,,,
فوض,ف,و,ض,,ك,م,,,,ك,,,,,
فوط,ف,و,ط,,م,,,,,,,,,,
فوظ,ف,و,ظ,م,,,,,,,,,,,
فوق,ف,و,ق,ك,م,,ل,ل,,,ك,ك,,,
فوه,ف,و,ه,,ك,م,,,,ل,ك,ل,,,
فيأ,ف,ي,أ,ك,ك,,,,,,ك,ك,,,
فيج,ف,ي,ج,ل,,,,,,,,,,,
فيح,ف,ي,ح,ك,م,,,,,,,,,,
فيخ,ف,ي,خ,ك,م,,,,,,,,,,
فيد,ف,ي,د,م,ل,,,,,ك,ك,م,,,
فيش,ف,ي,ش,,ل,ك,,,,ل,ك,,,,
فيص,ف,ي,ص,ك,,,,,,,,ل,,,
فيض,ف,ي,ض,ك,,,,,,,ل,ل,,,
فيظ,ف,ي,ظ,م,,,,,,,م,,,,
فيل,ف,ي,ل,,ك,م,,,,,ل,ل,,,
قبب,ق,ب,ب,م,م,,,م,,,م,,,,
قبح,ق,ب,ح,ل,م,م,,,,,,م,,,
قبر,ق,ب,ر,م,,,,,,,,,,,
قبس,ق,ب,س,م,,,,ك,,,,,,,
قبص,ق,ب,ص,,م,,ل,م,,,ل,,,,
قبض,ق,ب,ض,م,م,م,ل,م,,ل,ل,,,,
قبط,ق,ب,ط,,م,,,,,,,,,,
قبع,ق,ب,ع,م,,,ل,م,,,,,,,
قبل,ق,ب,ل,ك,م,م,,ك,ل,ل,ك,م,,,ل
قبن,ق,ب,ن,ل,م,,,,,,,,,,ل
قبو,ق,ب,و,,ك,,ل,م,,,ك,,,,
قتب,ق,ت,ب,ك,م,,,م,,,,,,,
قتت,ق,ت,ت,,م,,,م,,,م,,,,
قتد,ق,ت,د,,م,,,,,,,,,,
قتر,ق,ت,ر,ك,ك,,,ل,,ل,ك,م,,,
قتع,ق,ت,ع,,,م,,,,,,,,,
قتل,ق,ت,ل,م,ك,م,,ك,,ل,ل,ل,,,
قتم,ق,ت,م,ل,,,,ل,ل,,,,,,
قتن,ق,ت,ن,ل,,,,,,,,,,,
قثأ,ق,ث,أ,ل,,,,,,,,,,,
قثث,ق,ث,ث,,,,,م,,,,,,,
قثد,ق,ث,د,,,,,ك,,,,,,,
قثر,ق,ث,ر,,,,,م,,,ل,,,,
قثم,ق,ث,م,,,,,م,,,,,,,
قثو,ق,ث,و,,,,,م,,,,,,,
قحب,ق,ح,ب,,ل,ل,,,,,ل,,,,
قحد,ق,ح,د,ل,,,,,,,,ل,,,
قحز,ق,ح,ز,,م,,,,,,ك,,,,
قحص,ق,ح,ص,م,م,,,,,,,,,,
قحط,ق,ح,ط,ك,م,,,,,,,,,,
قحف,ق,ح,ف,ل,,ك,,ك,,,,,,,
قحل,ق,ح,ل,م,,م,,,,,ل,,,,
قحم,ق,ح,م,ك,م,,ل,ك,,,ك,,,,
قحو,ق,ح,و,ل,,,,م,,,,,,,
قخو,ق,خ,و,,ل,,,,,,,,,,
قدح,ق,د,ح,,ك,م,,ك,,ل,,م,,,
قدد,ق,د,د,,م,,ل,م,,,ل,ل,,,
قدر,ق,د,ر,م,ك,ك,ل,ك,,ل,ل,م,,,
قدس,ق,د,س,,ك,,,,,,ل,,,,
قدع,ق,د,ع,م,,م,ل,,,ل,ل,,,,
قدم,ق,د,م,ك,ك,,,ل,,ل,ك,ك,,,
قدو,ق,د,و,ك,,م,,ل,,,ل,,,,
قدي,ق,د,ي,ل,,,,,,,,,,,
قذح,ق,ذ,ح,,,م,,,,,ل,,,,
قذذ,ق,ذ,ذ,م,م,,,م,,,ل,,,,
قذر,ق,ذ,ر,ك,ك,,,,,,ك,ك,,,
قذع,ق,ذ,ع,ك,م,م,,,,,ل,,,,
قذف,ق,ذ,ف,,,م,ل,,,ك,,م,,,
قذن,ق,ذ,ن,ل,,,,,,,,,,,
قذي,ق,ذ,ي,ك,م,م,,ل,,,,,,,
قرأ,ق,ر,أ,ك,م,م,,ك,,,ل,م,,,
قرب,ق,ر,ب,ك,ك,ك,,ل,,ل,ل,م,,,
قرث,ق,ر,ث,,,,,ل,,,,,,,
قرح,ق,ر,ح,ك,ك,م,,ك,,,ل,,,,
قرد,ق,ر,د,ك,ك,,,,,,ل,,,,
قرر,ق,ر,ر,ك,ك,ك,,ك,,ل,ك,ك,,,
قرس,ق,ر,س,ك,م,,,,,,,,,,
قرش,ق,ر,ش,ل,ك,,,ل,,ل,ك,,,,
قرص,ق,ر,ص,,م,م,,,,ل,,,,,
قرض,ق,ر,ض,م,م,م,ل,ك,,ك,,ك,,,
قرط,ق,ر,ط,,ك,,,,,,ل,,,,
قرظ,ق,ر,ظ,,م,,,,,ك,,,,,
قرع,ق,ر,ع,ك,ك,ك,ل,ك,,ل,ل,ك,,,
قرف,ق,ر,ف,ك,ك,م,,ك,,,ل,,,,
قرق,ق,ر,ق,,ل,,,,,,,,,,
قرم,ق,ر,م,م,م,,,,,,ل,ل,,,
قرن,ق,ر,ن,ك,م,ك,,ل,,ل,,ل,,,
قرو,ق,ر,و,ل,,,,م,,,م,ك,ل,,
قري,ق,ر,ي,ك,,,,ك,,,م,ك,,,
قزح,ق,ز,ح,,ك,,,,,,ل,,,,
قزز,ق,ز,ز,,,,,,,,ل,,,,
قزع,ق,ز,ع,ك,م,,,,,,ل,,,,
قزم,ق,ز,م,,,,,,,,ل,,,,
قزن,ق,ز,ن,م,,,,,,,,,,,
قزو,ق,ز,و,ل,,,,,,,,,,,
قزي,ق,ز,ي,,م,,,,,,,,,,
قسح,ق,س,ح,ل,,م,,ل,,,,,,,
قسر,ق,س,ر,,,,,م,,,م,,,,
قسس,ق,س,س,,م,,,ل,,,ك,,,,
قسط,ق,س,ط,ك,ك,,,م,,,م,,,,
قسم,ق,س,م,ل,م,م,ل,ك,,ك,ك,ك,,,
قسن,ق,س,ن,ل,,,,,,,,,,,ل
قسو,ق,س,و,ك,م,م,,,,,,,,,
قشب,ق,ش,ب,ل,ك,,,ل,,,ل,م,,,
قشد,ق,ش,د,,,,,م,,,,,,,
قشر,ق,ش,ر,,م,,ل,ل,,,ل,,,,
قشش,ق,ش,ش,ل,ك,,ل,ل,,,ل,,,,
قشط,ق,ش,ط,,م,,ل,,,,ل,,,,
قشع,ق,ش,ع,ك,,,ل,,,,ل,,,,
قشف,ق,ش,ف,,م,,,,,,ل,,,,
قشم,ق,ش,م,,,,,م,,,,,,,
قشو,ق,ش,و,ل,م,,,,,,ل,,,,
قصب,ق,ص,ب,ك,ك,,,ك,,,,,,,
قصد,ق,ص,د,ك,ك,,ل,ل,,,ل,,,,
قصر,ق,ص,ر,ك,ك,,,ك,,ل,ل,م,,,
قصص,ق,ص,ص,ك,م,م,,ك,,ل,م,م,,,
قصع,ق,ص,ع,,ك,,,,,,ك,,,,
قصف,ق,ص,ف,ل,م,,ل,,,ل,ل,,,,
قصل,ق,ص,ل,ل,,,ل,ك,,,ل,,,,
قصم,ق,ص,م,م,,,ل,,,,ل,,,,
قصو,ق,ص,و,ك,م,م,,,,,ك,ك,,,
قضأ,ق,ض,أ,م,,,,,,,ك,,,,
قضب,ق,ض,ب,ل,ك,,ل,م,,,ل,,,,
قضض,ق,ض,ض,ك,ل,,ل,م,,,ل,ك,,,
قضع,ق,ض,ع,,,,ل,,,,ل,,,,
قضف,ق,ض,ف,,,,ل,,,,,,,,
قضم,ق,ض,م,ك,,ل,,,,,,ل,,,
قضي,ق,ض,ي,,ك,م,ل,م,,ك,ل,م,,,
قطب,ق,ط,ب,ك,ك,,,,,,,م,,,
قطر,ق,ط,ر,ك,م,,,,ل,ل,ل,م,,,ل
قطط,ق,ط,ط,,م,,ل,ك,,,,,,,
قطع,ق,ط,ع,ك,ك,ك,ل,ك,,ل,ك,م,ل,,
قطف,ق,ط,ف,ك,م,,,ك,,,,,,,
قطل,ق,ط,ل,,م,,,,,,ل,,,,
قطم,ق,ط,م,,م,,,,,,,,,,
قطن,ق,ط,ن,,ل,,,,,,,,,,
قطو,ق,ط,و,,,,,,,,ك,,ل,,
قعب,ق,ع,ب,,ك,,,,,,,,,,
قعث,ق,ع,ث,ك,م,,ل,ك,,,,,,,
قعد,ق,ع,د,ك,م,م,,م,,ل,ك,,,,
قعر,ق,ع,ر,ك,ك,,ل,,,,ل,,,,
قعس,ق,ع,س,ل,م,,,,,ل,ل,,,,
قعش,ق,ع,ش,,,,ل,,,,,,,,
قعص,ق,ع,ص,م,,م,ل,,,,,,,,
قعط,ق,ع,ط,ك,ك,,ل,ل,,,ل,,,,
قعظ,ق,ع,ظ,م,,,,,,,,,,,
قعع,ق,ع,ع,ل,,,,,,,,,,,
قعف,ق,ع,ف,,,,ل,ك,,,ك,,,,
قعل,ق,ع,ل,ل,,,,م,,,,,,,
قعم,ق,ع,م,ك,,,,,,,,,,,
قعو,ق,ع,و,ك,,,,م,,,,,,,
قفأ,ق,ف,أ,,,,,م,,,,,,,
قفخ,ق,ف,خ,ل,,,,,,,,,,,
قفر,ق,ف,ر,ك,م,,,م,,,م,,,,
قفز,ق,ف,ز,,م,,,,,ل,ل,,,,
قفس,ق,ف,س,,,,,,,ل,ل,,,,
قفش,ق,ف,ش,,,,ل,ل,,,,,,,
قفص,ق,ف,ص,ك,ك,,,,,ل,ل,,,,
قفط,ق,ف,ط,,,,,ك,,ل,,,,,ل
قفع,ق,ف,ع,,م,,ل,,,,ل,,,,
قفف,ق,ف,ف,ل,,,,ل,,,,ل,,,
قفل,ق,ف,ل,ك,ك,,ل,ل,,,ك,ك,,,
قفن,ق,ف,ن,م,م,,,م,,,,,,,
قفو,ق,ف,و,ك,ك,,,ك,,م,ك,م,,,
قلب,ق,ل,ب,ك,م,,ل,,,,ل,,,,
قلت,ق,ل,ت,ك,,,,,,,,,,,
قلح,ق,ل,ح,,م,,,,,,ك,,,,
قلخ,ق,ل,خ,,ك,,,,,,,,,,
قلد,ق,ل,د,ك,م,,,ك,,م,ك,,,م,
قلز,ق,ل,ز,ل,ل,,,م,,,ل,,,,
قلس,ق,ل,س,,ك,,,,,,ل,,,,
قلص,ق,ل,ص,ل,ك,,,,,,ل,,,,
قلع,ق,ل,ع,ك,م,,ل,م,,,ك,ك,,,
قلف,ق,ل,ف,,م,,ل,ك,,,,,,,
قلق,ق,ل,ق,ك,,,,,,,,,,,
قلل,ق,ل,ل,ك,ك,م,,,,ك,ك,ك,,,
قلم,ق,ل,م,,م,,,,,,,,,,
قلو,ق,ل,و,,,م,,,,ل,ل,,ك,,
قلي,ق,ل,ي,,,,,,,ل,ل,,,,
قمأ,ق,م,أ,ك,,م,,م,,,م,,,,
قمح,ق,م,ح,ك,م,ل,ل,ك,,,ك,,,,
قمخ,ق,م,خ,ل,,,,,,,,,,,
قمد,ق,م,د,ل,,,,,,,,,,,
قمر,ق,م,ر,ك,ك,م,,,,ل,ك,,,,ل
قمز,ق,م,ز,ل,,,,,,,,,,,
قمس,ق,م,س,ك,م,ك,ل,,,ل,,,,,
قمش,ق,م,ش,,م,,,ك,,,ل,,,,
قمص,ق,م,ص,,ك,م,,,,ل,ك,,,,
قمط,ق,م,ط,,م,,,,,ل,,,,,
قمع,ق,م,ع,ك,ك,,ل,م,,,ك,,,,
قمق,ق,م,ق,,,,,,,,ل,,,,
قمل,ق,م,ل,ل,ل,,,,,,ل,,,,
قمم,ق,م,م,م,ك,,,ك,,,ك,,,,
قمن,ق,م,ن,ك,,,,,,,م,,,,
قمه,ق,م,ه,,,,,,,,ل,,,,
قمي,ق,م,ي,ك,,م,,,,,,,,,
قنأ,ق,ن,أ,م,م,,,,,,,,,,
قنب,ق,ن,ب,ك,ك,,,,,,ل,,,,
قنت,ق,ن,ت,ل,ل,,,ل,,,,,,,
قنح,ق,ن,ح,م,م,,,,,,ك,,,,
قند,ق,ن,د,م,م,,,,,,,,,,
قنز,ق,ن,ز,ل,,,,,,,ل,,,,
قنس,ق,ن,س,ل,,,,,,,,,,,
قنش,ق,ن,ش,,م,,,,,,,,,,
قنص,ق,ن,ص,,,,,م,,,م,,,,
قنط,ق,ن,ط,م,م,,,,,,,,,,
قنع,ق,ن,ع,ك,ك,,,ل,,,ل,ل,,,
قنف,ق,ن,ف,ل,م,,,,,,,ل,,,
قنم,ق,ن,م,ل,,,,,,,,,,,
قنن,ق,ن,ن,,ك,,,ك,,,,ل,,,
قنو,ق,ن,و,م,ك,,,م,,,ل,,,,
قني,ق,ن,ي,ك,,ك,,م,,,,ك,,,
قهب,ق,ه,ب,ل,,,,,,,,,,,
قهر,ق,ه,ر,ك,,م,,,,,,,,,
قهل,ق,ه,ل,ل,,,ل,,,,ل,,,,
قهم,ق,ه,م,ك,,,,,,,,,,,
قهو,ق,ه,و,ل,,,,,,,,,,,
قهي,ق,ه,ي,ك,,,,ل,,,,,,,
قوب,ق,و,ب,,ك,,ل,م,,,ل,,,,
قوت,ق,و,ت,ك,,,,ك,,,ل,ك,,,
قوح,ق,و,ح,ل,م,,,,,,ل,,,,
قود,ق,و,د,ك,م,,ل,ك,,ك,,ك,,,
قور,ق,و,ر,,م,,ل,ك,ل,,ك,,,,
قوز,ق,و,ز,,ل,,,م,,,ل,,,,
قوس,ق,و,س,م,ك,م,,,,,ك,ل,,,
قوض,ق,و,ض,,م,,ل,,,,ل,,,,
قوع,ق,و,ع,,,,,ك,,,ك,,,,
قوف,ق,و,ف,,,,,م,,,م,,,,
قول,ق,و,ل,م,م,م,,ك,,ل,م,,,,
قوم,ق,و,م,ك,ك,م,,م,,ك,ل,ك,,,
قون,ق,و,ن,,,,,,,,ك,,,,
قوه,ق,و,ه,,ك,,,,,ل,,م,,,
قوي,ق,و,ي,ك,م,م,,ك,,ك,ل,ل,,,
قيأ,ق,ي,أ,م,م,,,,,,ل,ل,,,
قيث,ق,ي,ث,,,,,,,,م,,,,
قيح,ق,ي,ح,ل,ل,,,,,,ل,,,,
قيد,ق,ي,د,,ك,,,,,,ل,,,,
قير,ق,ي,ر,,م,,,م,,,,,,,
قيس,ق,ي,س,م,م,ك,ل,ك,,ل,ل,,,,
قيص,ق,ي,ص,,,,ل,,,,ل,,,,
قيض,ق,ي,ض,,م,م,ل,م,,ل,ك,,,,
قيظ,ق,ي,ظ,,ك,م,,ك,,,ك,,,,
قيف,ق,ي,ف,,م,,,,,,م,,,,
قيل,ق,ي,ل,م,ك,م,,ك,,ل,ك,ك,,,
قيم,ق,ي,م,,م,,,,,,,,,,
قين,ق,ي,ن,,م,,,ل,,,ل,,,,ل
كأب,ك,أ,ب,ك,,,,ل,,,,,,,
